id_cliente,nome_cliente,sobrenome_cliente,data_nascimento,sexo,email_cliente,aceita_receber_newsletter,celular_cliente,whatsapp,aceita_receber_mensagens,fixo_cliente,logradouro,numero,bairro,cep,estado,ticket_medio,produtos_saudaveis_percentual
804,Niles,Risso,2003-03-16 06:13:22.143596,Masculino,nrissomb@hotmail.com,Não,933-118-9672,Não,Não,126-408-0679,Spenser,70029,Copacabana,220001-000,RJ,246.47,66.82
805,Arnoldo,Avrahamian,1991-02-22 06:13:22.143596,Outros,aavrahamianmc@hotmail.com,Não,140-781-2165,Sim,Não,300-234-4915,Meadow Vale,27,Copacabana,220006-000,RJ,151.59,27.46
806,Joshua,Urvoy,1981-07-11 06:13:22.143596,Masculino,jurvoymd@gmail.com,Não,414-755-0505,Sim,Não,562-801-9708,Rutledge,8,Tijuca,205009-000,RJ,231.94,25.31
807,Cassius,Wimmers,1971-09-02 06:13:22.143596,Outros,cwimmersme@gmail.com,Não,303-235-2273,Não,Não,719-901-1480,Southridge,52,Tijuca,205009-000,RJ,446.54,45.11
808,Dianna,McShirrie,1970-02-05 06:13:22.143596,Feminino,dmcshirriemf@gmail.com,Não,932-323-3812,Não,Não,140-549-6623,Doe Crossing,94,Barra da Tijuca,226008-000,RJ,244.22,11.14
809,Upton,Danser,1970-06-05 06:13:22.143596,Masculino,udansermg@gmail.com,Sim,837-699-7195,Sim,Sim,515-548-3134,Badeau,68472,Tijuca,205009-000,RJ,229.3,18.9
810,Kevyn,Balcock,1973-07-07 06:13:22.143596,Feminino,kbalcockmh@gmail.com,Não,609-696-3579,Não,Sim,676-480-7709,David,6,Copacabana,220003-000,RJ,374.93,68.96
811,Lorant,Ruggen,1992-08-22 06:13:22.143596,Masculino,lruggenmi@gmail.com,Sim,304-194-4978,Sim,Não,372-159-4809,Talmadge,67,Barra da Tijuca,226009-000,RJ,180.1,20.9
812,Ron,Waleworke,2001-04-20 06:13:22.143596,Masculino,rwaleworkemj@gmail.com,Sim,342-691-1602,Não,Não,811-364-7771,Lillian,3,Tijuca,205005-000,RJ,338.77,3.03
813,Alleen,Riddington,2004-01-13 06:13:22.143596,Outros,ariddingtonmk@gmail.com,Sim,755-238-7075,Não,Não,330-340-9729,Eagan,59759,Barra da Tijuca,226009-000,RJ,272.57,28.07
814,Faye,Vearncombe,1972-01-12 06:13:22.143596,Feminino,fvearncombeml@gmail.com,Sim,683-791-1727,Sim,Não,552-136-8648,Ridge Oak,7949,Copacabana,220004-000,RJ,491.52,35.73
815,Barbra,Gilbanks,1982-11-21 06:13:22.143596,Feminino,bgilbanksmm@hotmail.com,Sim,719-775-1382,Não,Não,874-728-8604,Jay,3,Barra da Tijuca,226008-000,RJ,93.27,62.99
816,Vincent,Siggins,1999-06-22 06:13:22.143596,Masculino,vsigginsmn@hotmail.com,Não,625-864-9918,Não,Não,537-238-7531,Forest Run,36,Copacabana,220008-000,RJ,116.97,84.44
817,Zonnya,Benedidick,1965-02-04 06:13:22.143596,Feminino,zbenedidickmo@gmail.com,Sim,830-838-1339,Sim,Não,452-666-4405,Eagan,2775,Barra da Tijuca,226006-000,RJ,227.17,81.51
818,Idell,Calyton,1996-05-23 06:13:22.143596,Feminino,icalytonmp@hotmail.com,Não,418-229-0252,Sim,Sim,408-737-1129,Golden Leaf,777,Copacabana,220008-000,RJ,223.99,93.82
819,Kathe,Loos,1991-04-13 06:13:22.143596,Feminino,kloosmq@gmail.com,Sim,161-297-4013,Sim,Não,614-275-6645,Montana,7,Copacabana,220001-000,RJ,478.43,53.89
820,Melissa,Boissier,1962-12-13 06:13:22.143596,Feminino,mboissiermr@gmail.com,Não,353-616-6564,Não,Sim,527-695-8355,Ruskin,6802,Tijuca,205007-000,RJ,56.27,31.09
821,Diana,Emmison,1966-08-27 06:13:22.143596,Feminino,demmisonms@gmail.com,Sim,217-180-9404,Não,Sim,542-488-5159,Anderson,66029,Barra da Tijuca,226004-000,RJ,263.85,71.01
822,Ethelind,Bundey,1991-02-18 06:13:22.143596,Feminino,ebundeymt@hotmail.com,Sim,743-528-5299,Não,Não,853-446-7587,Del Sol,0,Copacabana,220001-000,RJ,310.28,10.33
823,Amalie,Dufall,1971-02-25 06:13:22.143596,Feminino,adufallmu@hotmail.com,Sim,689-148-1925,Sim,Sim,327-209-8616,Charing Cross,97997,Copacabana,220004-000,RJ,422.46,86.82
824,Karisa,Santori,2007-03-11 06:13:22.143596,Feminino,ksantorimv@hotmail.com,Não,454-781-5584,Não,Sim,257-724-2070,Redwing,8,Copacabana,220003-000,RJ,156.63,96.96
825,Elvyn,Rankmore,1999-10-01 06:13:22.143596,Masculino,erankmoremw@gmail.com,Não,916-838-1808,Não,Não,859-935-3967,Annamark,26,Barra da Tijuca,226007-000,RJ,484.89,1.06
826,Mitchel,Dewdney,1967-05-10 06:13:22.143596,Masculino,mdewdneymx@hotmail.com,Sim,122-782-2937,Não,Não,872-219-9212,Gina,7200,Barra da Tijuca,226009-000,RJ,92.93,1.02
827,Eloisa,Nichols,2003-12-26 06:13:22.143596,Feminino,enicholsmy@gmail.com,Sim,869-447-6555,Não,Sim,247-382-3554,Delladonna,5246,Barra da Tijuca,226003-000,RJ,137.72,91.53
828,Mannie,Carlsson,1995-08-16 06:13:22.143596,Masculino,mcarlssonmz@gmail.com,Sim,465-708-0006,Não,Sim,467-704-7727,Basil,5071,Barra da Tijuca,226005-000,RJ,277.77,67.03
829,Ezmeralda,Waterson,1998-01-21 06:13:22.143596,Feminino,ewatersonn0@gmail.com,Não,258-220-7819,Não,Sim,269-889-2170,Rieder,16,Copacabana,220006-000,RJ,391.31,40.41
830,Emili,Ewbach,1985-08-04 06:13:22.143596,Feminino,eewbachn1@gmail.com,Não,409-801-2796,Sim,Sim,339-667-2167,Granby,49406,Copacabana,220004-000,RJ,266.97,62.2
831,Todd,Vasser,2006-01-20 06:13:22.143596,Masculino,tvassern2@hotmail.com,Não,748-641-0213,Sim,Não,271-718-3560,Mallard,11266,Copacabana,220006-000,RJ,359.9,25.99
832,Lavinia,Jurkowski,2007-05-08 06:13:22.143596,Feminino,ljurkowskin3@hotmail.com,Sim,771-794-9891,Sim,Não,190-251-0920,Shelley,404,Tijuca,205001-000,RJ,292.19,34.81
833,Reuven,Ciccottini,1975-02-12 06:13:22.143596,Masculino,rciccottinin4@hotmail.com,Não,237-671-7856,Sim,Não,549-412-7384,Packers,9438,Tijuca,205006-000,RJ,185.91,32.53
834,Conroy,Shelvey,1978-05-05 06:13:22.143596,Masculino,cshelveyn5@hotmail.com,Sim,481-728-2035,Não,Não,771-794-0259,Waubesa,33,Copacabana,220007-000,RJ,459.18,50.32
835,Cynthy,Yearnes,1977-03-18 06:13:22.143596,Feminino,cyearnesn6@gmail.com,Sim,206-246-4811,Sim,Sim,775-971-8708,Loomis,43283,Tijuca,205006-000,RJ,273.98,52.03
836,Roxine,Berney,2003-08-28 06:13:22.143596,Feminino,rberneyn7@gmail.com,Não,219-225-2027,Não,Sim,889-950-3377,Fordem,72390,Copacabana,220005-000,RJ,117.45,77.54
837,Pavlov,Wybrew,1989-05-18 06:13:22.143596,Masculino,pwybrewn8@hotmail.com,Não,678-293-1341,Sim,Sim,689-554-5121,Stoughton,3464,Tijuca,205006-000,RJ,483.31,7.23
838,Colline,Toombes,2000-07-09 06:13:22.143596,Feminino,ctoombesn9@hotmail.com,Não,972-541-4216,Sim,Não,116-497-9125,Pawling,78,Tijuca,205001-000,RJ,204.52,82.36
839,Kellsie,Gaynor,1981-11-09 06:13:22.143596,Feminino,kgaynorna@gmail.com,Sim,904-504-5683,Sim,Não,608-667-4510,Dennis,754,Tijuca,205007-000,RJ,174.38,83.73
840,Terri,Burt,1972-01-12 06:13:22.143596,Masculino,tburtnb@hotmail.com,Sim,942-269-8808,Sim,Não,174-965-2838,Weeping Birch,1668,Copacabana,220002-000,RJ,74.06,70.25
841,Leanora,Digweed,1984-03-09 06:13:22.143596,Feminino,ldigweednc@hotmail.com,Não,293-761-4599,Não,Sim,265-695-7846,Brickson Park,70,Copacabana,220003-000,RJ,133.3,79.02
842,Bron,Yuille,1977-06-30 06:13:22.143596,Masculino,byuillend@hotmail.com,Sim,114-312-4864,Não,Não,382-632-2357,Huxley,12738,Tijuca,205002-000,RJ,271.88,8.64
843,Donovan,Navaro,1962-02-18 06:13:22.143596,Masculino,dnavarone@gmail.com,Não,473-148-2292,Sim,Não,652-548-7629,Monica,55,Copacabana,220003-000,RJ,144.36,37.22
844,Lolita,Burgise,1978-01-22 06:13:22.143596,Feminino,lburgisenf@hotmail.com,Não,806-766-6665,Sim,Sim,121-416-1404,High Crossing,9868,Copacabana,220003-000,RJ,120.62,85.73
845,Domingo,Filipyev,1979-09-14 06:13:22.143596,Masculino,dfilipyevng@hotmail.com,Não,319-401-9578,Não,Não,895-474-3646,Fordem,9423,Barra da Tijuca,226007-000,RJ,406.33,43.05
846,Levin,Chevers,1986-11-23 06:13:22.143596,Masculino,lcheversnh@hotmail.com,Não,281-520-6327,Sim,Não,626-699-4588,Spohn,34,Copacabana,220001-000,RJ,455.64,17.41
847,Hill,Belham,1982-02-05 06:13:22.143596,Outros,hbelhamni@gmail.com,Sim,959-384-6915,Sim,Sim,573-938-3633,Forest,5,Tijuca,205004-000,RJ,343.21,95.15
848,Caril,Paffley,1991-08-30 06:13:22.143596,Outros,cpaffleynj@hotmail.com,Não,161-682-4208,Não,Sim,916-404-6935,Monica,0,Tijuca,205004-000,RJ,485.97,97.0
849,Phillipe,Woodruffe,1983-05-06 06:13:22.143596,Masculino,pwoodruffenk@gmail.com,Não,622-460-3381,Não,Não,487-905-3081,Dwight,36,Barra da Tijuca,226009-000,RJ,292.25,1.78
850,Tamqrah,Jaquest,1969-10-26 06:13:22.143596,Feminino,tjaquestnl@gmail.com,Sim,948-593-1080,Não,Não,567-304-5842,Hallows,4237,Copacabana,220007-000,RJ,348.5,66.23
851,Mathe,Grimbaldeston,2000-07-23 06:13:22.143596,Masculino,mgrimbaldestonnm@hotmail.com,Sim,831-721-0377,Não,Não,277-607-2505,Anhalt,4,Barra da Tijuca,226008-000,RJ,462.92,9.43
852,Sally,McCartney,1961-12-23 06:13:22.143596,Feminino,smccartneynn@hotmail.com,Não,473-132-7297,Não,Não,156-895-9686,Spohn,47,Copacabana,220006-000,RJ,144.12,52.01
853,Norry,Huburn,1988-11-22 06:13:22.143596,Masculino,nhuburnno@gmail.com,Sim,571-792-9929,Sim,Sim,167-105-2238,Ohio,3772,Barra da Tijuca,226009-000,RJ,158.25,95.04
854,Justinian,Spurrett,2005-06-25 06:13:22.143596,Masculino,jspurrettnp@hotmail.com,Sim,680-111-5453,Não,Sim,277-659-1279,Fremont,7,Barra da Tijuca,226005-000,RJ,299.66,28.17
855,Janaya,Douglass,2006-06-25 06:13:22.143596,Feminino,jdouglassnq@hotmail.com,Sim,162-666-5157,Sim,Não,708-788-5934,Iowa,9,Copacabana,220008-000,RJ,366.24,14.06
856,Mil,Divine,2006-05-29 06:13:22.143596,Feminino,mdivinenr@hotmail.com,Sim,143-529-0096,Sim,Não,761-778-8399,School,44256,Tijuca,205003-000,RJ,468.54,18.0
857,Tracie,Du Hamel,1999-04-29 06:13:22.143596,Feminino,tduhamelns@hotmail.com,Não,653-512-1780,Não,Sim,709-488-9551,Brickson Park,641,Barra da Tijuca,226002-000,RJ,72.54,3.33
858,Sherrie,MacPhail,1976-06-22 06:13:22.143596,Feminino,smacphailnt@gmail.com,Sim,582-697-3409,Não,Não,644-831-4785,Bartillon,84462,Copacabana,220009-000,RJ,380.12,73.51
859,Raleigh,Raoux,1991-09-08 06:13:22.143596,Masculino,rraouxnu@gmail.com,Não,361-664-6532,Sim,Não,288-337-8464,Forest,27399,Tijuca,205007-000,RJ,141.87,40.11
860,Kayle,Skittles,1994-05-25 06:13:22.143596,Feminino,kskittlesnv@gmail.com,Sim,190-972-0510,Sim,Sim,933-118-6936,Duke,18400,Barra da Tijuca,226009-000,RJ,210.51,72.37
861,Ximenez,Lightwing,1966-07-24 06:13:22.143596,Masculino,xlightwingnw@hotmail.com,Não,160-288-4528,Não,Não,752-362-1105,Jana,68,Tijuca,205002-000,RJ,465.47,18.8
862,Wendy,Reven,2001-06-08 06:13:22.143596,Feminino,wrevennx@gmail.com,Sim,649-271-8852,Não,Não,136-864-3033,Melody,53408,Copacabana,220008-000,RJ,134.92,55.36
863,Bruis,Cambden,1974-02-18 06:13:22.143596,Masculino,bcambdenny@hotmail.com,Sim,361-549-4446,Sim,Não,423-241-6069,Bashford,93,Barra da Tijuca,226004-000,RJ,480.8,69.8
864,Elsey,Hempshall,1970-03-31 06:13:22.143596,Outros,ehempshallnz@gmail.com,Não,563-636-1873,Sim,Não,524-817-0171,Thompson,69,Tijuca,205005-000,RJ,339.46,14.15
865,Angelo,Pollett,2003-07-02 06:13:22.143596,Outros,apolletto0@hotmail.com,Não,769-740-7915,Não,Sim,830-865-5640,Steensland,9,Tijuca,205003-000,RJ,458.42,27.29
866,Analiese,Hymer,1978-02-21 06:13:22.143596,Feminino,ahymero1@hotmail.com,Sim,424-934-8208,Não,Sim,344-429-4200,Coleman,5415,Copacabana,220002-000,RJ,410.43,81.22
867,Kaia,Bescoby,1995-12-19 06:13:22.143596,Feminino,kbescobyo2@gmail.com,Sim,114-202-7358,Sim,Sim,478-437-9317,Badeau,5,Tijuca,205009-000,RJ,116.22,73.92
868,Nobie,Pieterick,1967-10-03 06:13:22.143596,Masculino,npietericko3@hotmail.com,Sim,513-644-2935,Não,Não,422-517-4972,Stoughton,6086,Copacabana,220008-000,RJ,240.15,1.29
869,Ned,Clues,1996-04-04 06:13:22.143596,Masculino,nclueso4@gmail.com,Não,868-592-2197,Não,Sim,910-464-2348,Anzinger,40,Barra da Tijuca,226008-000,RJ,456.35,2.55
870,Anderea,Mell,1980-02-06 06:13:22.143596,Outros,amello5@hotmail.com,Não,143-805-3596,Não,Sim,596-265-7990,Corry,9556,Tijuca,205007-000,RJ,407.43,25.54
871,Megan,Ludman,1994-02-07 06:13:22.143596,Feminino,mludmano6@gmail.com,Sim,211-832-8270,Não,Não,250-746-7942,Chive,76,Tijuca,205006-000,RJ,255.63,51.2
872,Grannie,Segot,1978-01-10 06:13:22.143596,Masculino,gsegoto7@gmail.com,Sim,540-570-3796,Sim,Não,206-150-6657,Elmside,26,Barra da Tijuca,226002-000,RJ,273.32,61.91
873,Claiborne,Campaigne,1982-09-19 06:13:22.143596,Masculino,ccampaigneo8@gmail.com,Sim,145-830-9129,Sim,Não,874-768-9501,Esker,6684,Copacabana,220008-000,RJ,448.59,92.01
874,Esdras,Shea,1980-03-24 06:13:22.143596,Masculino,esheao9@hotmail.com,Sim,847-727-7530,Não,Não,412-463-2099,Shelley,5,Copacabana,220008-000,RJ,325.75,41.46
875,Melantha,Birchwood,1997-01-09 06:13:22.143596,Feminino,mbirchwoodoa@hotmail.com,Não,752-871-5100,Sim,Não,102-704-8996,Cascade,8,Copacabana,220002-000,RJ,356.4,59.92
876,Christie,Leaney,1962-11-30 06:13:22.143596,Masculino,cleaneyob@hotmail.com,Sim,349-846-2803,Não,Sim,838-210-1008,Acker,569,Copacabana,220006-000,RJ,424.18,64.52
877,Theodore,Ivancevic,1996-03-26 06:13:22.143596,Masculino,tivancevicoc@hotmail.com,Sim,691-511-3546,Não,Sim,249-530-9972,Nevada,26,Tijuca,205006-000,RJ,144.11,7.3
878,Randall,Calbreath,1969-12-12 06:13:22.143596,Masculino,rcalbreathod@gmail.com,Sim,717-234-0842,Sim,Sim,146-933-1051,Weeping Birch,715,Barra da Tijuca,226003-000,RJ,386.45,65.77
879,Iseabal,Botger,1969-01-14 06:13:22.143596,Feminino,ibotgeroe@gmail.com,Sim,256-663-2210,Sim,Não,994-561-3703,Grasskamp,461,Tijuca,205004-000,RJ,395.21,1.35
880,Viv,Goater,1979-06-06 06:13:22.143596,Feminino,vgoaterof@gmail.com,Não,188-368-6353,Não,Sim,315-621-6700,Elka,33732,Barra da Tijuca,226007-000,RJ,221.75,87.78
881,Ethelyn,Pawelczyk,1983-11-18 06:13:22.143596,Feminino,epawelczykog@gmail.com,Sim,328-481-8171,Não,Não,519-872-5595,Butterfield,153,Barra da Tijuca,226007-000,RJ,110.1,46.32
882,Estell,Goneau,1967-08-24 06:13:22.143596,Feminino,egoneauoh@hotmail.com,Sim,962-365-2230,Sim,Não,303-194-2606,Scott,62392,Tijuca,205004-000,RJ,148.75,81.08
883,Orel,Mahood,2000-11-03 06:13:22.143596,Outros,omahoodoi@hotmail.com,Sim,905-103-5080,Sim,Não,410-934-0284,Sheridan,55,Tijuca,205008-000,RJ,333.98,41.11
884,Ingunna,Carman,1972-10-24 06:13:22.143596,Feminino,icarmanoj@gmail.com,Sim,918-801-6541,Sim,Sim,681-982-8495,Anthes,2,Copacabana,220001-000,RJ,400.25,94.93
885,Joice,Signoret,1994-09-05 06:13:22.143596,Feminino,jsignoretok@hotmail.com,Não,717-147-8199,Não,Não,679-930-9729,Bultman,66,Barra da Tijuca,226009-000,RJ,76.97,43.91
886,Alley,Prater,1995-08-09 06:13:22.143596,Masculino,apraterol@gmail.com,Sim,855-611-5527,Sim,Sim,536-961-8831,Arapahoe,5,Copacabana,220009-000,RJ,319.75,71.07
887,Boot,Baskett,1967-11-14 06:13:22.143596,Masculino,bbaskettom@gmail.com,Não,828-654-2946,Sim,Sim,950-889-2775,Clyde Gallagher,1356,Tijuca,205008-000,RJ,265.96,31.4
888,Jerrylee,Cheetham,1983-09-13 06:13:22.143596,Feminino,jcheethamon@gmail.com,Não,744-147-5311,Sim,Não,592-197-2416,Mifflin,10,Copacabana,220009-000,RJ,53.1,73.49
889,Husain,Litchfield,2000-05-15 06:13:22.143596,Masculino,hlitchfieldoo@hotmail.com,Não,904-423-6313,Não,Não,380-414-0921,Garrison,254,Copacabana,220002-000,RJ,221.48,51.76
890,Aubrette,Philcock,1983-01-11 06:13:22.143596,Feminino,aphilcockop@gmail.com,Sim,919-660-1407,Não,Não,306-292-6602,Lawn,41,Barra da Tijuca,226006-000,RJ,87.16,49.64
891,Sherwin,Skeldinge,1969-01-30 06:13:22.143596,Masculino,sskeldingeoq@hotmail.com,Não,638-471-0866,Sim,Não,177-187-1650,Kings,89,Barra da Tijuca,226009-000,RJ,164.32,57.41
892,Henryetta,Feckey,1973-04-12 06:13:22.143596,Feminino,hfeckeyor@gmail.com,Sim,400-373-7411,Sim,Sim,675-516-9746,7th,67,Copacabana,220008-000,RJ,441.38,39.44
893,Tymon,Arkley,1978-11-11 06:13:22.143596,Masculino,tarkleyos@gmail.com,Não,216-985-8446,Sim,Não,561-332-1689,Village Green,5,Copacabana,220007-000,RJ,238.96,59.86
894,Alina,Vigers,1986-10-21 06:13:22.143596,Feminino,avigersot@gmail.com,Não,421-966-0846,Sim,Sim,443-429-9293,Fairfield,618,Tijuca,205006-000,RJ,76.28,82.97
895,Tabbie,Kleynermans,1997-04-07 06:13:22.143596,Masculino,tkleynermansou@gmail.com,Sim,459-679-0074,Sim,Não,918-104-3817,Lakewood Gardens,0,Barra da Tijuca,226002-000,RJ,497.23,85.89
896,Felipe,Hellsdon,1972-12-20 06:13:22.143596,Masculino,fhellsdonov@hotmail.com,Sim,633-605-2216,Não,Não,627-380-2429,Dayton,4,Barra da Tijuca,226007-000,RJ,377.45,56.12
897,Aigneis,Mauro,2005-09-16 06:13:22.143596,Feminino,amauroow@gmail.com,Não,940-263-1921,Sim,Sim,563-286-3531,Bartelt,56,Copacabana,220007-000,RJ,276.59,58.53
898,Reagen,Croker,1975-08-16 06:13:22.143596,Masculino,rcrokerox@gmail.com,Sim,149-525-3640,Não,Não,518-166-7271,Bartelt,5866,Tijuca,205002-000,RJ,166.52,51.98
899,Raymund,Foad,1999-04-28 06:13:22.143596,Masculino,rfoadoy@gmail.com,Sim,561-541-0434,Não,Não,945-902-7350,Summer Ridge,42493,Tijuca,205006-000,RJ,395.33,37.08
900,Devonne,Chastagnier,1995-12-21 06:13:22.143596,Feminino,dchastagnieroz@hotmail.com,Sim,755-237-8521,Não,Sim,391-821-1754,Scoville,407,Copacabana,220006-000,RJ,420.12,4.62
901,Aland,Parrott,1984-01-16 06:13:22.143596,Masculino,aparrottp0@gmail.com,Sim,734-858-5411,Sim,Não,731-205-3154,Clemons,429,Tijuca,205002-000,RJ,219.66,76.18
902,Vanessa,Brockhouse,1969-08-11 06:13:22.143596,Feminino,vbrockhousep1@gmail.com,Não,755-890-2529,Não,Não,387-525-6104,Gateway,7603,Copacabana,220004-000,RJ,124.89,51.26
903,Iorgos,Sofe,1988-03-18 06:13:22.143596,Masculino,isofep2@hotmail.com,Sim,522-349-2007,Sim,Não,604-727-2210,5th,89,Copacabana,220003-000,RJ,143.96,61.18
904,Salli,Taggerty,1995-02-06 06:13:22.143596,Feminino,staggertyp3@hotmail.com,Sim,616-435-9665,Sim,Sim,954-575-3169,Armistice,976,Tijuca,205001-000,RJ,215.14,1.51
905,Mavis,Nunson,1993-07-31 06:13:22.143596,Feminino,mnunsonp4@hotmail.com,Sim,472-967-8910,Não,Não,832-311-3627,Vera,82,Tijuca,205007-000,RJ,371.86,25.44
906,Lloyd,Attree,1998-12-30 06:13:22.143596,Masculino,lattreep5@hotmail.com,Não,737-306-4417,Sim,Sim,934-280-7112,Norway Maple,3,Barra da Tijuca,226008-000,RJ,68.91,87.56
907,Marijn,Lissandri,1967-05-31 06:13:22.143596,Outros,mlissandrip6@gmail.com,Sim,303-883-9758,Sim,Não,413-692-3908,Delaware,45,Copacabana,220006-000,RJ,350.8,78.86
908,Giffard,Chalmers,2005-06-28 06:13:22.143596,Masculino,gchalmersp7@hotmail.com,Sim,771-724-3612,Sim,Sim,670-999-2930,Talmadge,6,Tijuca,205009-000,RJ,469.17,74.21
909,Rozalin,Dunlap,1982-08-08 06:13:22.143596,Feminino,rdunlapp8@gmail.com,Não,221-306-4992,Não,Não,491-761-1398,Heath,7571,Copacabana,220007-000,RJ,224.52,67.77
910,Lion,Mylechreest,1972-05-26 06:13:22.143596,Masculino,lmylechreestp9@gmail.com,Não,758-283-4264,Não,Sim,282-397-6551,3rd,4731,Barra da Tijuca,226008-000,RJ,308.95,34.49
911,Marylou,Redbourn,1975-04-30 06:13:22.143596,Feminino,mredbournpa@gmail.com,Não,440-207-2396,Sim,Sim,979-321-2043,Prairie Rose,0,Copacabana,220002-000,RJ,337.4,4.53
912,Walther,Ostick,1963-04-12 06:13:22.143596,Masculino,wostickpb@hotmail.com,Não,486-476-4539,Não,Sim,826-311-1752,Fulton,2260,Barra da Tijuca,226004-000,RJ,302.32,9.82
913,Lisle,Sheed,1985-12-14 06:13:22.143596,Masculino,lsheedpc@hotmail.com,Não,825-358-2244,Sim,Sim,512-932-7721,Norway Maple,37,Copacabana,220007-000,RJ,209.99,83.26
914,Audrey,Gocke,1988-04-08 06:13:22.143596,Feminino,agockepd@gmail.com,Não,255-551-7581,Não,Não,668-101-8469,Stone Corner,5,Tijuca,205006-000,RJ,307.28,39.73
915,Micheal,January,1971-12-31 06:13:22.143596,Masculino,mjanuarype@gmail.com,Não,679-957-1546,Sim,Sim,129-820-3376,Del Mar,3131,Copacabana,220008-000,RJ,287.94,31.44
916,Doralynne,Rodie,1990-07-23 06:13:22.143596,Feminino,drodiepf@gmail.com,Sim,417-613-9783,Sim,Sim,544-787-5960,Mifflin,69238,Tijuca,205002-000,RJ,77.63,4.23
917,Doro,Blakden,2001-04-05 06:13:22.143596,Feminino,dblakdenpg@hotmail.com,Não,747-718-8049,Sim,Não,920-518-1539,Cambridge,765,Copacabana,220007-000,RJ,405.9,20.24
918,Mylo,Poyntz,1981-07-15 06:13:22.143596,Masculino,mpoyntzph@hotmail.com,Sim,665-496-9575,Sim,Sim,585-164-3419,Golf,1127,Tijuca,205008-000,RJ,345.06,68.44
919,Karoly,Bradnam,1968-05-10 06:13:22.143596,Feminino,kbradnampi@hotmail.com,Não,790-604-5813,Sim,Não,837-909-8398,Alpine,5,Tijuca,205001-000,RJ,93.59,38.35
920,Selby,Pollins,1961-08-14 06:13:22.143596,Masculino,spollinspj@hotmail.com,Sim,273-592-0900,Não,Não,997-335-9555,Calypso,984,Tijuca,205002-000,RJ,491.12,57.92
921,Winnie,Pellingar,2001-07-06 06:13:22.143596,Feminino,wpellingarpk@gmail.com,Sim,910-980-9645,Não,Sim,780-577-8667,Grayhawk,6288,Copacabana,220005-000,RJ,204.49,56.31
922,Bale,Bristoe,1973-05-28 06:13:22.143596,Masculino,bbristoepl@hotmail.com,Não,572-502-5814,Não,Não,541-327-0766,Ronald Regan,15367,Copacabana,220002-000,RJ,124.45,43.32
923,Konstance,Cocklie,1966-12-24 06:13:22.143596,Feminino,kcockliepm@gmail.com,Sim,145-469-7284,Sim,Não,954-658-6230,Drewry,9348,Copacabana,220003-000,RJ,168.5,50.71
924,Carmela,Bover,1977-09-04 06:13:22.143596,Feminino,cboverpn@gmail.com,Não,535-976-0704,Não,Sim,801-390-9543,Farwell,1637,Tijuca,205007-000,RJ,423.32,61.83
925,Jessie,Manoelli,1995-07-16 06:13:22.143596,Masculino,jmanoellipo@hotmail.com,Sim,272-162-4890,Não,Não,489-975-7442,Melvin,1,Barra da Tijuca,226008-000,RJ,247.83,85.37
926,Gun,Bumford,1972-05-12 06:13:22.143596,Masculino,gbumfordpp@hotmail.com,Sim,584-696-4635,Não,Não,291-768-6899,John Wall,68,Barra da Tijuca,226009-000,RJ,170.93,18.15
927,Tabbie,Loughman,1998-06-01 06:13:22.143596,Masculino,tloughmanpq@gmail.com,Não,163-826-6106,Não,Não,146-103-3820,Declaration,58684,Barra da Tijuca,226009-000,RJ,121.62,95.59
928,Iorgo,Peascod,1981-09-05 06:13:22.143596,Masculino,ipeascodpr@hotmail.com,Sim,223-623-4506,Sim,Sim,217-250-3940,Anderson,9,Copacabana,220005-000,RJ,241.56,49.25
929,Keriann,Dakers,1990-07-16 06:13:22.143596,Feminino,kdakersps@gmail.com,Sim,306-924-0640,Sim,Não,748-218-6010,Bluestem,6,Barra da Tijuca,226004-000,RJ,122.88,89.93
930,Hastie,Otham,1990-09-29 06:13:22.143596,Masculino,hothampt@gmail.com,Sim,544-883-7306,Sim,Não,347-979-3911,Swallow,27,Barra da Tijuca,226002-000,RJ,432.58,26.56
931,Fayette,Cottom,1990-10-02 06:13:22.143596,Feminino,fcottompu@gmail.com,Não,887-716-4841,Não,Não,914-394-0274,Hagan,4,Copacabana,220009-000,RJ,421.55,79.9
932,Hettie,Danks,1994-11-04 06:13:22.143596,Feminino,hdankspv@gmail.com,Sim,569-504-3871,Não,Sim,946-707-6152,Dunning,30044,Tijuca,205002-000,RJ,344.6,22.16
933,Asa,Ragg,2004-03-27 06:13:22.143596,Masculino,araggpw@gmail.com,Sim,849-614-6336,Não,Sim,503-276-8591,Utah,67045,Barra da Tijuca,226001-000,RJ,434.57,62.12
934,Ilene,May,2001-11-28 06:13:22.143596,Feminino,imaypx@gmail.com,Sim,978-456-4990,Sim,Sim,797-499-5875,Moulton,20710,Copacabana,220009-000,RJ,294.38,34.23
935,Loralie,MacCombe,2003-11-27 06:13:22.143596,Feminino,lmaccombepy@gmail.com,Sim,347-250-5099,Não,Sim,139-919-9395,Mendota,443,Tijuca,205009-000,RJ,317.07,61.98
936,Papageno,Gillespey,2003-04-16 06:13:22.143596,Masculino,pgillespeypz@hotmail.com,Sim,252-103-1142,Sim,Não,257-353-6507,Helena,4049,Tijuca,205007-000,RJ,397.84,22.7
937,Belia,Hastewell,1980-05-10 06:13:22.143596,Feminino,bhastewellq0@hotmail.com,Não,781-373-5164,Sim,Não,639-477-1131,Blue Bill Park,8781,Copacabana,220008-000,RJ,301.81,40.83
